0,アイアンテール,はがね,5
0,あくび,ノーマル,5
0,あまえる,フェアリー,3
0,あわ,みず,3
0,いあいぎり,ノーマル,5
0,いわおとし,いわ,4
0,いわくだき,かくとう,5
0,うちおとす,いわ,4
0,エアスラッシュ,ひこう,4
0,おどろかす,ゴースト,2
0,カウンター,かくとう,3
0,かぜおこし,ひこう,2
0,かみつく,あく,4
0,かみなりのキバ,でんき,3
0,からてチョップ,かくとう,1
0,きんぞくおん,はがね,2
0,けたぐり,かくとう,2
0,こおりのいぶき,こおり,5
0,こおりのキバ,こおり,3
0,こおりのつぶて,こおり,3
0,こなゆき,こおり,1
0,このは,くさ,1
0,ころがる,いわ,1
0,サイコウェーブ,エスパー,1
0,サイコカッター,エスパー,1
0,ジオコントロール,フェアリー,3
0,したでなめる,ゴースト,3
0,しねんのずつき,エスパー,5
0,シャドークロー,ゴースト,1
0,じんつうりき,エスパー,3
0,すなかけ,じめん,2
0,スパーク,でんき,3
0,たいあたり,ノーマル,3
0,たきのぼり,みず,3
0,たたりめ,ゴースト,1
0,タネマシンガン,くさ,3
0,だましうち,あく,4
0,チャージビーム,でんき,4
0,つつく,ひこう,1
0,つばさでうつ,ひこう,2
0,つるのムチ,くさ,2
0,でんきショック,でんき,1
0,でんこうせっか,ノーマル,2
0,どくづき,どく,3
0,どくばり,どく,1
0,とっしん,ノーマル,5
0,ドラゴンテール,ドラゴン,2
0,どろかけ,じめん,2
0,にどげり,かくとう,3
0,ねんりき,エスパー,2
0,バークアウト,あく,2
0,はがねのつばさ,はがね,4
0,はたく,ノーマル,5
0,はっけい,かくとう,1
0,はっぱカッター,くさ,3
0,はねる,みず,5
0,バレットパンチ,はがね,3
0,ひっかく,ノーマル,5
0,ひのこ,ほのお,1
0,ふいうち,あく,1
0,プレゼント,ノーマル,3
0,ほのおのうず,ほのお,3
0,ほのおのキバ,ほのお,3
0,ボルトチェンジ,でんき,2
0,マジカルリーフ,くさ,3
0,マッドショット,じめん,2
0,まとわりつく,むし,3
0,みずしゅりけん,みず,1
0,みずでっぽう,みず,3
0,むしくい,むし,2
0,むしのていこう,むし,4
0,めざめるパワー,ノーマル,4
0,メタルクロー,はがね,4
0,やきつくす,ほのお,1
0,ようかいえき,どく,1
0,ようせいのかぜ,フェアリー,1
0,りゅうのいぶき,ドラゴン,1
0,れんぞくぎり,むし,1
0,ロックオン,ノーマル,1
1,１０まんばりき,じめん,3
1,１０まんボルト,でんき,3
1,DDラリアット,あく,3
1,Ｖジェネレート,ほのお,1
1,アイアンヘッド,はがね,4
1,アクアジェット,みず,1
1,アクアステップ,みず,1
1,アクアテール,みず,1
1,アクアブレイク,みず,1
1,あくうせつだん,ドラゴン,1
1,あくのはどう,あく,3
1,アクロバット,ひこう,1
1,アシッドボム,どく,4
1,あなをほる,じめん,4
1,あやしいかぜ,ゴースト,4
1,イカサマ,あく,3
1,いわなだれ,いわ,2
1,インファイト,かくとう,1
1,ウェザーボール,ノーマル,2
1,ウェザーボール(いわ),いわ,1
1,ウェザーボール(こおり),こおり,1
1,ウェザーボール(ほのお),ほのお,1
1,ウェザーボール(みず),みず,1
1,うたかたのアリア,みず,1
1,エアカッター,ひこう,2
1,エアロブラスト,ひこう,1
1,エアロブラスト+,ひこう,1
1,エアロブラスト++,ひこう,1
1,エナジーボール,くさ,3
1,オーバーヒート,ほのお,2
1,オーラぐるま(あく),あく,1
1,オーラぐるま(でんき),でんき,1
1,オーロラビーム,こおり,5
1,オクタンほう,みず,4
1,おんがえし,ノーマル,4
1,かえんぐるま,ほのお,2
1,かえんボール,ほのお,2
1,かえんほうしゃ,ほのお,3
1,かげうち,ゴースト,4
1,かげぬい,ゴースト,4
1,かみくだく,あく,2
1,かみなり,でんき,5
1,かみなりあらし,でんき,1
1,かみなりパンチ,でんき,2
1,ガリョウテンセイ,ひこう,1
1,かわらわり,かくとう,3
1,がんせきふうじ,いわ,2
1,がんせきほう,いわ,1
1,きあいだま,かくとう,4
1,ギガインパクト,ノーマル,4
1,ギガドレイン,くさ,4
1,きょじゅうざん,はがね,1
1,きょじゅうだん,はがね,1
1,ぎんいろのかぜ,むし,4
1,くさむすび,くさ,2
1,くさわけ,くさ,1
1,くちばしキャノン,ひこう,1
1,グラスミキサー,くさ,4
1,クラブハンマー,みず,2
1,グロウパンチ,かくとう,2
1,クロスサンダー,でんき,1
1,クロスチョップ,かくとう,2
1,クロスフレイム,ほのお,1
1,クロスポイズン,どく,2
1,げきりん,ドラゴン,3
1,げんしのちから,いわ,3
1,コールドフレア,こおり,1
1,こがらしあらし,ひこう,1
1,こごえるかぜ,こおり,1
1,こごえるせかい,こおり,1
1,ゴッドバード,ひこう,3
1,コメットパンチ,はがね,1
1,こんげんのはどう,みず,2
1,サイケこうせん,エスパー,5
1,サイコキネシス,エスパー,4
1,サイコショック,エスパー,1
1,サイコブースト,エスパー,1
1,サイコファング,エスパー,1
1,サイコブレイク,エスパー,1
1,サンダープリズン,でんき,1
1,シードフレア,くさ,2
1,シェルブレード,みず,3
1,しおみず,みず,4
1,シグナルビーム,むし,4
1,じごくぐるま,かくとう,5
1,シザークロス,むし,2
